,v2_term_x,description,v3_term,v2_term_y,unk,icd10_term,snomed_concept_id,icd10_code,category,concept_id_ph,concept_version_id_ph,phenotype_id,phenotype_version_id,phenotype_name,disease,description_ph
2571,C10FC,Type 2 diabetes mellitus with nephropathy,YajRj,C109C,XaF05,E112D,140121000119100,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2572,C10FC,Type 2 diabetes mellitus with nephropathy,YajRj,C109C,XaF05,E112D,190388001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2573,C10FC,Type 2 diabetes mellitus with nephropathy,YajRj,C109C,XaF05,E112D,771000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2574,C10FC,Type 2 diabetes mellitus with nephropathy,YajRj,C10FC,XaF05,E112D,197605007,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2575,C10FC,Type 2 diabetes mellitus with nephropathy,YajRj,C10FC,XaF05,E112D,401087005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2576,C10FC,Type 2 diabetes mellitus with nephropathy,YajRj,C10FC,XaF05,E112D,267381003,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2577,C10FC,Type 2 diabetes mellitus with nephropathy,YajRj,C10FC,XaF05,E112D,445170001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2578,C10FC,Type 2 diabetes mellitus with nephropathy,YajRj,C10FC,XaF05,E112D,140121000119100,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2579,C10FC,Type 2 diabetes mellitus with nephropathy,YajRj,C10FC,XaF05,E112D,190388001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2580,C10FC,Type 2 diabetes mellitus with nephropathy,YajRj,C10FC,XaF05,E112D,771000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2581,C10FL,Type 2 diabetes mellitus with persistent proteinuria,YaluQ,C10FL,XaIzQ,E112D,197605007,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2582,C10FL,Type 2 diabetes mellitus with persistent proteinuria,YaluQ,C10FL,XaIzQ,E112D,401087005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2583,C10FL,Type 2 diabetes mellitus with persistent proteinuria,YaluQ,C10FL,XaIzQ,E112D,267381003,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2584,C10FL,Type 2 diabetes mellitus with persistent proteinuria,YaluQ,C10FL,XaIzQ,E112D,445170001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2585,C10FL,Type 2 diabetes mellitus with persistent proteinuria,YaluQ,C10FL,XaIzQ,E112D,140121000119100,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2586,C10FL,Type 2 diabetes mellitus with persistent proteinuria,YaluQ,C10FL,XaIzQ,E112D,190388001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2587,C10FL,Type 2 diabetes mellitus with persistent proteinuria,YaluQ,C10FL,XaIzQ,E112D,771000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2588,C10FL,Type II diabetes mellitus with persistent proteinuria,YaluR,C10FL,XaIzQ,E112D,197605007,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2589,C10FL,Type II diabetes mellitus with persistent proteinuria,YaluR,C10FL,XaIzQ,E112D,401087005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2590,C10FL,Type II diabetes mellitus with persistent proteinuria,YaluR,C10FL,XaIzQ,E112D,267381003,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2591,C10FL,Type II diabetes mellitus with persistent proteinuria,YaluR,C10FL,XaIzQ,E112D,445170001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2592,C10FL,Type II diabetes mellitus with persistent proteinuria,YaluR,C10FL,XaIzQ,E112D,140121000119100,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2593,C10FL,Type II diabetes mellitus with persistent proteinuria,YaluR,C10FL,XaIzQ,E112D,190388001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2594,C10FL,Type II diabetes mellitus with persistent proteinuria,YaluR,C10FL,XaIzQ,E112D,771000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2595,C10FM,Type 2 diabetes mellitus with persistent microalbuminuria,YaluS,C10FM,XaIzR,E112D,197605007,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2596,C10FM,Type 2 diabetes mellitus with persistent microalbuminuria,YaluS,C10FM,XaIzR,E112D,401087005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2597,C10FM,Type 2 diabetes mellitus with persistent microalbuminuria,YaluS,C10FM,XaIzR,E112D,267381003,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2598,C10FM,Type 2 diabetes mellitus with persistent microalbuminuria,YaluS,C10FM,XaIzR,E112D,445170001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2599,C10FM,Type 2 diabetes mellitus with persistent microalbuminuria,YaluS,C10FM,XaIzR,E112D,140121000119100,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2600,C10FM,Type 2 diabetes mellitus with persistent microalbuminuria,YaluS,C10FM,XaIzR,E112D,190388001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2601,C10FM,Type 2 diabetes mellitus with persistent microalbuminuria,YaluS,C10FM,XaIzR,E112D,771000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2602,C10FM,Type II diabetes mellitus with persistent microalbuminuria,YaluT,C10FM,XaIzR,E112D,197605007,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2603,C10FM,Type II diabetes mellitus with persistent microalbuminuria,YaluT,C10FM,XaIzR,E112D,401087005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2604,C10FM,Type II diabetes mellitus with persistent microalbuminuria,YaluT,C10FM,XaIzR,E112D,267381003,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2605,C10FM,Type II diabetes mellitus with persistent microalbuminuria,YaluT,C10FM,XaIzR,E112D,445170001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2606,C10FM,Type II diabetes mellitus with persistent microalbuminuria,YaluT,C10FM,XaIzR,E112D,140121000119100,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2607,C10FM,Type II diabetes mellitus with persistent microalbuminuria,YaluT,C10FM,XaIzR,E112D,190388001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2608,C10FM,Type II diabetes mellitus with persistent microalbuminuria,YaluT,C10FM,XaIzR,E112D,771000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2609,K08yA,Proteinuric diabetic nephropathy,Y31jV,K08yA,X30Km,E112D,197605007,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2610,K08yA,Proteinuric diabetic nephropathy,Y31jV,K08yA,X30Km,E112D,401087005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2611,K08yA,Proteinuric diabetic nephropathy,Y31jV,K08yA,X30Km,E112D,267381003,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2612,K08yA,Proteinuric diabetic nephropathy,Y31jV,K08yA,X30Km,E112D,445170001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2613,K08yA,Proteinuric diabetic nephropathy,Y31jV,K08yA,X30Km,E112D,140121000119100,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2614,K08yA,Proteinuric diabetic nephropathy,Y31jV,K08yA,X30Km,E112D,190388001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2615,K08yA,Proteinuric diabetic nephropathy,Y31jV,K08yA,X30Km,E112D,771000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2616,K08yA,Clinical diabetic nephropathy,Y31jW,K08yA,X30Km,E112D,197605007,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2617,K08yA,Clinical diabetic nephropathy,Y31jW,K08yA,X30Km,E112D,401087005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2618,K08yA,Clinical diabetic nephropathy,Y31jW,K08yA,X30Km,E112D,267381003,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2619,K08yA,Clinical diabetic nephropathy,Y31jW,K08yA,X30Km,E112D,445170001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2620,K08yA,Clinical diabetic nephropathy,Y31jW,K08yA,X30Km,E112D,140121000119100,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2621,K08yA,Clinical diabetic nephropathy,Y31jW,K08yA,X30Km,E112D,190388001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2622,K08yA,Clinical diabetic nephropathy,Y31jW,K08yA,X30Km,E112D,771000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2623,C1093,Type II diabetes mellitus with multiple complications,YagvT,C10F3,C1093,E117,427089005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2624,C1093,Type II diabetes mellitus with multiple complications,YagvT,C10F3,C1093,E117,426705001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2625,C1093,Type II diabetes mellitus with multiple complications,YagvT,C10F3,C1093,E117,81531005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2626,C1093,Type II diabetes mellitus with multiple complications,YagvT,C10F3,C1093,E117,609573005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2627,C1093,Type II diabetes mellitus with multiple complications,YagvT,C10F3,C1093,E117,37355009,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2628,C10F3,Type II diabetes mellitus with multiple complications,YagvT,C10F3,C1093,E117,427089005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2629,C10F3,Type II diabetes mellitus with multiple complications,YagvT,C10F3,C1093,E117,426705001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2630,C10F3,Type II diabetes mellitus with multiple complications,YagvT,C10F3,C1093,E117,81531005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2631,C10F3,Type II diabetes mellitus with multiple complications,YagvT,C10F3,C1093,E117,609573005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2632,C10F3,Type II diabetes mellitus with multiple complications,YagvT,C10F3,C1093,E117,37355009,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2633,C1093,Type 2 diabetes mellitus with multiple complications,YajRY,C10F3,C1093,E117,427089005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2634,C1093,Type 2 diabetes mellitus with multiple complications,YajRY,C10F3,C1093,E117,426705001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2635,C1093,Type 2 diabetes mellitus with multiple complications,YajRY,C10F3,C1093,E117,81531005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2636,C1093,Type 2 diabetes mellitus with multiple complications,YajRY,C10F3,C1093,E117,609573005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2637,C1093,Type 2 diabetes mellitus with multiple complications,YajRY,C10F3,C1093,E117,37355009,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2638,C10F3,Type 2 diabetes mellitus with multiple complications,YajRY,C10F3,C1093,E117,427089005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2639,C10F3,Type 2 diabetes mellitus with multiple complications,YajRY,C10F3,C1093,E117,426705001,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2640,C10F3,Type 2 diabetes mellitus with multiple complications,YajRY,C10F3,C1093,E117,81531005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2641,C10F3,Type 2 diabetes mellitus with multiple complications,YajRY,C10F3,C1093,E117,609573005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2642,C10F3,Type 2 diabetes mellitus with multiple complications,YajRY,C10F3,C1093,E117,37355009,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2643,C109D,Non-insulin dependent diabetes mellitus with hypoglycaemic coma,YagZP,C109D,XaFWI,E110,888211000000106,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2644,C109D,Non-insulin dependent diabetes mellitus with hypoglycaemic coma,YagZP,C109D,XaFWI,E110,441656006,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2645,C109D,Non-insulin dependent diabetes mellitus with hypoglycaemic coma,YagZP,C109D,XaFWI,E110,108791000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2646,C109D,Type II diabetes mellitus with hypoglycaemic coma,Yagw0,C109D,XaFWI,E110,888211000000106,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2647,C109D,Type II diabetes mellitus with hypoglycaemic coma,Yagw0,C109D,XaFWI,E110,441656006,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2648,C109D,Type II diabetes mellitus with hypoglycaemic coma,Yagw0,C109D,XaFWI,E110,108791000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2649,C109D,Type II diabetes mellitus with hypoglycaemic coma,Yagw0,C10FD,XaFWI,E110,888211000000106,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2650,C109D,Type II diabetes mellitus with hypoglycaemic coma,Yagw0,C10FD,XaFWI,E110,441656006,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2651,C109D,Type II diabetes mellitus with hypoglycaemic coma,Yagw0,C10FD,XaFWI,E110,108791000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2652,C10FD,Type II diabetes mellitus with hypoglycaemic coma,Yagw0,C109D,XaFWI,E110,888211000000106,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2653,C10FD,Type II diabetes mellitus with hypoglycaemic coma,Yagw0,C109D,XaFWI,E110,441656006,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2654,C10FD,Type II diabetes mellitus with hypoglycaemic coma,Yagw0,C109D,XaFWI,E110,108791000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2655,C10FD,Type II diabetes mellitus with hypoglycaemic coma,Yagw0,C10FD,XaFWI,E110,888211000000106,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2656,C10FD,Type II diabetes mellitus with hypoglycaemic coma,Yagw0,C10FD,XaFWI,E110,441656006,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2657,C10FD,Type II diabetes mellitus with hypoglycaemic coma,Yagw0,C10FD,XaFWI,E110,108791000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2658,C109D,Type 2 diabetes mellitus with hypoglycaemic coma,YajRk,C109D,XaFWI,E110,888211000000106,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2659,C109D,Type 2 diabetes mellitus with hypoglycaemic coma,YajRk,C109D,XaFWI,E110,441656006,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2660,C109D,Type 2 diabetes mellitus with hypoglycaemic coma,YajRk,C109D,XaFWI,E110,108791000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2661,C109D,Type 2 diabetes mellitus with hypoglycaemic coma,YajRk,C10FD,XaFWI,E110,888211000000106,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2662,C109D,Type 2 diabetes mellitus with hypoglycaemic coma,YajRk,C10FD,XaFWI,E110,441656006,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2663,C109D,Type 2 diabetes mellitus with hypoglycaemic coma,YajRk,C10FD,XaFWI,E110,108791000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2664,C10FD,Type 2 diabetes mellitus with hypoglycaemic coma,YajRk,C109D,XaFWI,E110,888211000000106,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2665,C10FD,Type 2 diabetes mellitus with hypoglycaemic coma,YajRk,C109D,XaFWI,E110,441656006,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2666,C10FD,Type 2 diabetes mellitus with hypoglycaemic coma,YajRk,C109D,XaFWI,E110,108791000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2667,C10FD,Type 2 diabetes mellitus with hypoglycaemic coma,YajRk,C10FD,XaFWI,E110,888211000000106,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2668,C10FD,Type 2 diabetes mellitus with hypoglycaemic coma,YajRk,C10FD,XaFWI,E110,441656006,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2669,C10FD,Type 2 diabetes mellitus with hypoglycaemic coma,YajRk,C10FD,XaFWI,E110,108791000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2670,C10FP,Type 2 diabetes mellitus with ketoacidotic coma,YaluW,C10FP,C1031,E110,888211000000106,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2671,C10FP,Type 2 diabetes mellitus with ketoacidotic coma,YaluW,C10FP,C1031,E110,441656006,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2672,C10FP,Type 2 diabetes mellitus with ketoacidotic coma,YaluW,C10FP,C1031,E110,108791000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2673,C10FP,Type II diabetes mellitus with ketoacidotic coma,YaluX,C10FP,C1031,E110,888211000000106,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2674,C10FP,Type II diabetes mellitus with ketoacidotic coma,YaluX,C10FP,C1031,E110,441656006,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2675,C10FP,Type II diabetes mellitus with ketoacidotic coma,YaluX,C10FP,C1031,E110,108791000119108,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2676,C109F,Non-insulin-dependent diabetes mellitus with peripheral angiopathy,Yagww,C109F,XaFn7,E115D,190356009,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2677,C109F,Non-insulin-dependent diabetes mellitus with peripheral angiopathy,Yagww,C109F,XaFn7,E115D,422166005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2678,C109F,Type II diabetes mellitus with peripheral angiopathy,Yagwv,C109F,XaFn7,E115D,190356009,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2679,C109F,Type II diabetes mellitus with peripheral angiopathy,Yagwv,C109F,XaFn7,E115D,422166005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2680,C109F,Type II diabetes mellitus with peripheral angiopathy,Yagwv,C10FF,XaFn7,E115D,190356009,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2681,C109F,Type II diabetes mellitus with peripheral angiopathy,Yagwv,C10FF,XaFn7,E115D,422166005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2682,C10FF,Type II diabetes mellitus with peripheral angiopathy,Yagwv,C109F,XaFn7,E115D,190356009,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2683,C10FF,Type II diabetes mellitus with peripheral angiopathy,Yagwv,C109F,XaFn7,E115D,422166005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2684,C10FF,Type II diabetes mellitus with peripheral angiopathy,Yagwv,C10FF,XaFn7,E115D,190356009,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2685,C10FF,Type II diabetes mellitus with peripheral angiopathy,Yagwv,C10FF,XaFn7,E115D,422166005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2686,C109F,Type 2 diabetes mellitus with peripheral angiopathy,YajRm,C109F,XaFn7,E115D,190356009,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2687,C109F,Type 2 diabetes mellitus with peripheral angiopathy,YajRm,C109F,XaFn7,E115D,422166005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2688,C109F,Type 2 diabetes mellitus with peripheral angiopathy,YajRm,C10FF,XaFn7,E115D,190356009,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2689,C109F,Type 2 diabetes mellitus with peripheral angiopathy,YajRm,C10FF,XaFn7,E115D,422166005,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
2690,C10FF,Type 2 diabetes mellitus with peripheral angiopathy,YajRm,C109F,XaFn7,E115D,190356009,E11,Non insulin dependent diabetes (4),C1122,3383,PH152,304,Diabetes,Diabetes,Non-insulin-dependent diabetes mellitus
