,v2_term_x,description,v3_term,v2_term_y,unk,icd10_term,snomed_concept_id
54373,Q4z..,Neonatal death,Y70yJ,.OZ..,X70EN,P968,276585000
54374,Q4z..,Neonatal death,Y70yJ,Q4z..,X70EN,P968,276583007
54375,Q4z..,Neonatal death,Y70yJ,Q4z..,X70EN,P968,276585000
54376,Q4z..,Newborn death,Y70yK,.OZ..,Xa07Y,P968,276583007
54377,Q4z..,Newborn death,Y70yK,.OZ..,Xa07Y,P968,276585000
54378,Q4z..,Newborn death,Y70yK,Q4z..,Xa07Y,P968,276583007
54379,Q4z..,Newborn death,Y70yK,Q4z..,Xa07Y,P968,276585000
54380,Q4z..,Perinatal death,Y70yI,.OZ..,X70EM,P968,276583007
54381,Q4z..,Perinatal death,Y70yI,.OZ..,X70EM,P968,276585000
54382,Q4z..,Perinatal death,Y70yI,Q4z..,X70EM,P968,276583007
54383,Q4z..,Perinatal death,Y70yI,Q4z..,X70EM,P968,276585000
54384,R0064,[D]Drug-induced fever,YauwH,R0064,X76EF,R502,248446005
54385,R00B1,[D]Systemic inflammatory response syndrome of infectious origin with organ failure,YavFj,R00B1,XaZ0o,R651,128381000119104
54386,R00B1,[D]Systemic inflammatory response syndrome of infectious origin with organ failure,YavFj,R00B1,XaZ0o,R651,1092531000119106
54387,R00B1,[D]Systemic inflammatory response syndrome of infectious origin with organ failure,YavFj,R00B1,XaZ0o,R651,238149007
54388,R0448,[D]Presbyphonia,YaumC,R0448,XaYPG,R498,85762002
54389,R1293,[D]Abnormal level of substances chiefly nonmedicinal as to source in specimens from respiratory organs and thorax,YM9kH,R1293,R1293,R843,167998005
54390,R12A3,[D]Abnormal level of substances chiefly nonmedicinal as to source in specimens from digestive organs and abdominal cavity,YM9kP,R12A3,R12A3,R853,59140005
54391,R133.,[D]Biliary tract x-ray or scan abnormality,YMKGQ,R133.,R133.,R932,441988000
54392,R133.,[D]Biliary tract x-ray or scan abnormality,YMKGQ,R133.,R133.,R932,207414006
54393,R133.,[D]Biliary tract x-ray or scan abnormality,YMKGQ,R133.,R133.,R932,408574004
54394,R133z,[D]Biliary x-ray or scan abnormality NOS,YMKGR,R133z,R133z,R932,441988000
54395,R133z,[D]Biliary x-ray or scan abnormality NOS,YMKGR,R133z,R133z,R932,207414006
54396,R133z,[D]Biliary x-ray or scan abnormality NOS,YMKGR,R133z,R133z,R932,408574004
54397,RyuA1,[X]Other abnormal findings in specimens from respiratory organs and thorax,YMAY7,RyuA1,XM1Ba,R848,207360007
54398,S00..,Fracture of vault of skull,YMKGd,S00..,XE1kP,S020,529861000000106
54399,S00..,Fracture of vault of skull,YMKGd,S00..,XE1kP,S020,111599000
54400,S00..,Fracture of vault of skull,YMKGd,S00..,XE1kP,S020,371162008
54401,S00..,Fracture of vault of skull,YMKGd,S00..,XE1kP,S020,606311000000109
54402,S00..,Fracture of vault of skull,YMKGd,S00..,XE1kP,S020,122549002
54403,S00..,Frontal bone fracture,YA1EB,S00..,XA0FL,S020,529861000000106
54404,S00..,Frontal bone fracture,YA1EB,S00..,XA0FL,S020,111599000
54405,S00..,Frontal bone fracture,YA1EB,S00..,XA0FL,S020,371162008
54406,S00..,Frontal bone fracture,YA1EB,S00..,XA0FL,S020,606311000000109
54407,S00..,Frontal bone fracture,YA1EB,S00..,XA0FL,S020,122549002
54408,S00..,Parietal bone fracture,YMKGe,S00..,XA0FQ,S020,529861000000106
54409,S00..,Parietal bone fracture,YMKGe,S00..,XA0FQ,S020,111599000
54410,S00..,Parietal bone fracture,YMKGe,S00..,XA0FQ,S020,371162008
54411,S00..,Parietal bone fracture,YMKGe,S00..,XA0FQ,S020,606311000000109
54412,S00..,Parietal bone fracture,YMKGe,S00..,XA0FQ,S020,122549002
54413,S01..,Fracture of base of skull,YMKGf,S01..,XE1kQ,S021,699045001
54414,S01..,Fracture of base of skull,YMKGf,S01..,XE1kQ,S021,103061000119109
54415,S01..,Fracture of base of skull,YMKGf,S01..,XE1kQ,S021,111607004
54416,S01..,Fracture of base of skull,YMKGf,S01..,XE1kQ,S021,371161001
54417,S01..,Fracture of base of skull,YMKGf,S01..,XE1kQ,S021,531751000000102
54418,S01..,Anterior fossa fracture,YA1Ez,S01..,XA0FU,S021,699045001
54419,S01..,Anterior fossa fracture,YA1Ez,S01..,XA0FU,S021,103061000119109
54420,S01..,Anterior fossa fracture,YA1Ez,S01..,XA0FU,S021,111607004
54421,S01..,Anterior fossa fracture,YA1Ez,S01..,XA0FU,S021,371161001
54422,S01..,Anterior fossa fracture,YA1Ez,S01..,XA0FU,S021,531751000000102
54423,S01..,Ethmoid sinus fracture,YA1F0,S01..,XA0FV,S021,699045001
54424,S01..,Ethmoid sinus fracture,YA1F0,S01..,XA0FV,S021,103061000119109
54425,S01..,Ethmoid sinus fracture,YA1F0,S01..,XA0FV,S021,111607004
54426,S01..,Ethmoid sinus fracture,YA1F0,S01..,XA0FV,S021,371161001
54427,S01..,Ethmoid sinus fracture,YA1F0,S01..,XA0FV,S021,531751000000102
54428,S01..,Frontal sinus fracture,YA1Ey,S01..,XA0FT,S021,699045001
54429,S01..,Frontal sinus fracture,YA1Ey,S01..,XA0FT,S021,103061000119109
54430,S01..,Frontal sinus fracture,YA1Ey,S01..,XA0FT,S021,111607004
54431,S01..,Frontal sinus fracture,YA1Ey,S01..,XA0FT,S021,371161001
54432,S01..,Frontal sinus fracture,YA1Ey,S01..,XA0FT,S021,531751000000102
54433,S01..,Middle fossa fracture,YA1F3,S01..,XA0FY,S021,699045001
54434,S01..,Middle fossa fracture,YA1F3,S01..,XA0FY,S021,103061000119109
54435,S01..,Middle fossa fracture,YA1F3,S01..,XA0FY,S021,111607004
54436,S01..,Middle fossa fracture,YA1F3,S01..,XA0FY,S021,371161001
54437,S01..,Middle fossa fracture,YA1F3,S01..,XA0FY,S021,531751000000102
54438,S01..,Occiput bone fracture,YMKGg,S01..,XA0FR,S021,699045001
54439,S01..,Occiput bone fracture,YMKGg,S01..,XA0FR,S021,103061000119109
54440,S01..,Occiput bone fracture,YMKGg,S01..,XA0FR,S021,111607004
54441,S01..,Occiput bone fracture,YMKGg,S01..,XA0FR,S021,371161001
54442,S01..,Occiput bone fracture,YMKGg,S01..,XA0FR,S021,531751000000102
54443,S01..,Orbital roof fracture,YMKGh,S01..,XA0Fx,S021,699045001
54444,S01..,Orbital roof fracture,YMKGh,S01..,XA0Fx,S021,103061000119109
54445,S01..,Orbital roof fracture,YMKGh,S01..,XA0Fx,S021,111607004
54446,S01..,Orbital roof fracture,YMKGh,S01..,XA0Fx,S021,371161001
54447,S01..,Orbital roof fracture,YMKGh,S01..,XA0Fx,S021,531751000000102
54448,S01..,Posterior fossa fracture,YA1EL,S01..,XA0FS,S021,699045001
54449,S01..,Posterior fossa fracture,YA1EL,S01..,XA0FS,S021,103061000119109
54450,S01..,Posterior fossa fracture,YA1EL,S01..,XA0FS,S021,111607004
54451,S01..,Posterior fossa fracture,YA1EL,S01..,XA0FS,S021,371161001
54452,S01..,Posterior fossa fracture,YA1EL,S01..,XA0FS,S021,531751000000102
54453,S01..,Sphenoid bone fracture,Ya15W,S01..,Xa07I,S021,699045001
54454,S01..,Sphenoid bone fracture,Ya15W,S01..,Xa07I,S021,103061000119109
54455,S01..,Sphenoid bone fracture,Ya15W,S01..,Xa07I,S021,111607004
54456,S01..,Sphenoid bone fracture,Ya15W,S01..,Xa07I,S021,371161001
54457,S01..,Sphenoid bone fracture,Ya15W,S01..,Xa07I,S021,531751000000102
54458,S01..,Temporal bone fracture,YMKGi,S01..,X00jQ,S021,699045001
54459,S01..,Temporal bone fracture,YMKGi,S01..,X00jQ,S021,103061000119109
54460,S01..,Temporal bone fracture,YMKGi,S01..,X00jQ,S021,111607004
54461,S01..,Temporal bone fracture,YMKGi,S01..,X00jQ,S021,371161001
54462,S01..,Temporal bone fracture,YMKGi,S01..,X00jQ,S021,531751000000102
54463,S0281,Fracture of orbital floor,YA1Gc,XA0Fw,S0281,S021,699045001
54464,S0281,Fracture of orbital floor,YA1Gc,XA0Fw,S0281,S021,103061000119109
54465,S0281,Fracture of orbital floor,YA1Gc,XA0Fw,S0281,S021,111607004
54466,S0281,Fracture of orbital floor,YA1Gc,XA0Fw,S0281,S021,371161001
54467,S0281,Fracture of orbital floor,YA1Gc,XA0Fw,S0281,S021,531751000000102
54468,S02..,Fracture of face bones,YMHye,S02..,S02..,S029,207819007
54469,S02..,Fracture of face bones,YMHye,S02..,S02..,S029,685391000000107
54470,S02..,Fracture of face bones,YMHye,S02..,S02..,S029,681141000000101
54471,S02..,Fracture of face bones,YMHye,S02..,S02..,S029,677661000000109
54472,S02..,Fracture of face bones,YMHye,S02..,S02..,S029,207822009
54473,S03z.,Skull fracture NOS,YA1Fh,S03z.,XE1kU,S029,207819007
54474,S03z.,Skull fracture NOS,YA1Fh,S03z.,XE1kU,S029,685391000000107
54475,S03z.,Skull fracture NOS,YA1Fh,S03z.,XE1kU,S029,681141000000101
54476,S03z.,Skull fracture NOS,YA1Fh,S03z.,XE1kU,S029,677661000000109
54477,S03z.,Skull fracture NOS,YA1Fh,S03z.,XE1kU,S029,207822009
54478,S03z.,Depressed skull fracture NOS,YA1Fi,S03z.,XE1kU,S029,207819007
54479,S03z.,Depressed skull fracture NOS,YA1Fi,S03z.,XE1kU,S029,685391000000107
54480,S03z.,Depressed skull fracture NOS,YA1Fi,S03z.,XE1kU,S029,681141000000101
54481,S03z.,Depressed skull fracture NOS,YA1Fi,S03z.,XE1kU,S029,677661000000109
54482,S03z.,Depressed skull fracture NOS,YA1Fi,S03z.,XE1kU,S029,207822009
54483,S02..,Fracture of face bones,YMHye,S02..,S02..,S027,77295000
54484,S02..,Fracture of face bones,YMHye,S02..,S02..,S027,207880004
54485,S02..,Fracture of face bones,YMHye,S02..,S02..,S027,666781000000100
54486,S04..,Multiple fractures involving skull or face with other bones,YA1Y6,S04..,XE1kV,S027,77295000
54487,S04..,Multiple fractures involving skull or face with other bones,YA1Y6,S04..,XE1kV,S027,207880004
54488,S04..,Multiple fractures involving skull or face with other bones,YA1Y6,S04..,XE1kV,S027,666781000000100
54489,S04..,Multiple face fractures,YA1Fx,S04..,XA0Fd,S027,77295000
54490,S04..,Multiple face fractures,YA1Fx,S04..,XA0Fd,S027,207880004
54491,S04..,Multiple face fractures,YA1Fx,S04..,XA0Fd,S027,666781000000100
54492,S04..,Multiple skull fractures,YA1Fj,S04..,XA0Fb,S027,77295000
54493,S04..,Multiple skull fractures,YA1Fj,S04..,XA0Fb,S027,207880004
54494,S04..,Multiple skull fractures,YA1Fj,S04..,XA0Fb,S027,666781000000100
54495,S02..,Fracture of face bones,YMHye,S02..,S02..,S028,371162008
54496,S0281,Fracture of orbital floor,YA1Gc,XA0Fw,S0281,S028,371162008
54497,S02z.,Fracture of facial bone NOS,YA1Fw,S02z.,XE1kT,S028,371162008
54498,S022.,"Fracture of inferior maxilla, closed",YA1Gy,S022.,S022.,S026,43267006
54499,S022.,"Fracture of inferior maxilla, closed",YA1Gy,S022.,S022.,S026,74346007
54500,S022.,"Fracture of inferior maxilla, closed",YA1Gy,S022.,S022.,S026,262516006
54501,S0283,Fracture of mandible,YA1Gu,S0283,XA0G2,S026,43267006
54502,S0283,Fracture of mandible,YA1Gu,S0283,XA0G2,S026,74346007
54503,S0283,Fracture of mandible,YA1Gu,S0283,XA0G2,S026,262516006
54504,S02z.,Jaw fracture NOS,YA1Y5,S02z.,XA0Ht,S026,43267006
54505,S02z.,Jaw fracture NOS,YA1Y5,S02z.,XA0Ht,S026,74346007
54506,S02z.,Jaw fracture NOS,YA1Y5,S02z.,XA0Ht,S026,262516006
54507,S024.,"Fracture of malar or maxillary bones, closed",YA1Fm,S024.,XE1kR,S024,18890001000004102
54508,S024.,"Fracture of upper jaw, closed",YA1Fn,S024.,XA0Fc,S024,18890001000004102
54509,S025.,"Fracture of malar or maxillary bones, open",YA1Fp,S025.,XE1kS,S024,18890001000004102
54510,S02A.,Le Fort I fracture maxilla,YMKGj,S02A.,XA0Fo,S024,18890001000004102
54511,S02B.,Le Fort II fracture maxilla,YMKGk,S02B.,XA0Fp,S024,18890001000004102
54512,S02C.,Le Fort III fracture maxilla,YMKGl,S02C.,XA0Fq,S024,18890001000004102
54513,S02z.,Jaw fracture NOS,YA1Y5,S02z.,XA0Ht,S024,18890001000004102
54514,S0280,Fracture of nasal bones,YA1Gl,S0280,XA0G1,S022,81639003
54515,S0281,Fracture of orbital floor,YA1Gc,XA0Fw,S0281,S023,11304641000119107
54516,S10..,Fracture of spine without mention of spinal cord injury,YA1Ha,S10..,XE1kW,T08X,698251000000101
54517,S10..,Fracture of transverse process of spine without spinal cord lesion,YA1Hb,S10..,XA0G9,T08X,698251000000101
54518,S10..,Fracture of vertebra without spinal cord lesion,YA1HZ,S10..,XE1kW,T08X,698251000000101
54519,S11..,Fracture of spine with spinal cord lesion,YA1Hf,S11..,XE1kn,T08X,698251000000101
54520,S11..,Fracture of transverse process of spine with spinal cord lesion,YA1Hh,S11..,XA0GA,T08X,698251000000101
54521,S11..,Fracture of vertebra with spinal cord lesion,YA1Hg,S11..,XE1kn,T08X,698251000000101
54522,S10..,Fracture of spine without mention of spinal cord injury,YA1Ha,S10..,XE1kW,S220,625151000000108
54523,S10..,Fracture of spine without mention of spinal cord injury,YA1Ha,S10..,XE1kW,S220,442715002
54524,S10..,Fracture of vertebra without spinal cord lesion,YA1HZ,S10..,XE1kW,S220,625151000000108
54525,S10..,Fracture of vertebra without spinal cord lesion,YA1HZ,S10..,XE1kW,S220,442715002
54526,S15..,Fracture of thoracic vertebra,YMAwL,S15..,XA0GM,S220,625151000000108
54527,S15..,Fracture of thoracic vertebra,YMAwL,S15..,XA0GM,S220,442715002
54528,S10..,Fracture of spine without mention of spinal cord injury,YA1Ha,S10..,XE1kW,S221,20540005
54529,S10..,Fracture of spine without mention of spinal cord injury,YA1Ha,S10..,XE1kW,S221,125607007
54530,S10..,Fracture of vertebra without spinal cord lesion,YA1HZ,S10..,XE1kW,S221,20540005
54531,S10..,Fracture of vertebra without spinal cord lesion,YA1HZ,S10..,XE1kW,S221,125607007
54532,S15..,Fracture of thoracic vertebra,YMAwL,S15..,XA0GM,S221,20540005
54533,S15..,Fracture of thoracic vertebra,YMAwL,S15..,XA0GM,S221,125607007
54534,S1500,Closed multiple fractures of thoracic spine,Yad4t,S1500,XaD30,S221,20540005
54535,S1500,Closed multiple fractures of thoracic spine,Yad4t,S1500,XaD30,S221,125607007
54536,S1501,Open multiple fracture of thoracic spine,Yad4v,S1501,XaD31,S221,20540005
54537,S1501,Open multiple fracture of thoracic spine,Yad4v,S1501,XaD31,S221,125607007
54538,S10..,Fracture of spine without mention of spinal cord injury,YA1Ha,S10..,XE1kW,S320,307137009
54539,S10..,Fracture of spine without mention of spinal cord injury,YA1Ha,S10..,XE1kW,S320,274155001
54540,S10..,Fracture of vertebra without spinal cord lesion,YA1HZ,S10..,XE1kW,S320,307137009
54541,S10..,Fracture of vertebra without spinal cord lesion,YA1HZ,S10..,XE1kW,S320,274155001
54542,S10B0,Fracture of lumbar vertebra,YMAwN,S10B0,XA0GN,S320,307137009
54543,S10B0,Fracture of lumbar vertebra,YMAwN,S10B0,XA0GN,S320,274155001
54544,S10..,Fracture of spine without mention of spinal cord injury,YA1Ha,S10..,XE1kW,S321,208081001
54545,S10..,Fracture of vertebra without spinal cord lesion,YA1HZ,S10..,XE1kW,S321,208081001
54546,S10B1,Fracture of sacrum,YA1Kb,.P163,XA0GO,S321,208081001
54547,S10B1,Fracture of sacrum,YA1Kb,S10B1,XA0GO,S321,208081001
54548,S10..,Fracture of spine without mention of spinal cord injury,YA1Ha,S10..,XE1kW,S322,208088007
54549,S10..,Fracture of spine without mention of spinal cord injury,YA1Ha,S10..,XE1kW,S322,665391000000105
54550,S10..,Fracture of spine without mention of spinal cord injury,YA1Ha,S10..,XE1kW,S322,50448004
54551,S10..,Fracture of spine without mention of spinal cord injury,YA1Ha,S10..,XE1kW,S322,207980000
54552,S10..,Fracture of vertebra without spinal cord lesion,YA1HZ,S10..,XE1kW,S322,208088007
54553,S10..,Fracture of vertebra without spinal cord lesion,YA1HZ,S10..,XE1kW,S322,665391000000105
54554,S10..,Fracture of vertebra without spinal cord lesion,YA1HZ,S10..,XE1kW,S322,50448004
54555,S10..,Fracture of vertebra without spinal cord lesion,YA1HZ,S10..,XE1kW,S322,207980000
54556,S10B2,Fracture of coccyx,YA1Ku,S10B2,XA0GP,S322,208088007
54557,S10B2,Fracture of coccyx,YA1Ku,S10B2,XA0GP,S322,665391000000105
54558,S10B2,Fracture of coccyx,YA1Ku,S10B2,XA0GP,S322,50448004
54559,S10B2,Fracture of coccyx,YA1Ku,S10B2,XA0GP,S322,207980000
54560,S10..,Fracture of spine without mention of spinal cord injury,YA1Ha,S10..,XE1kW,S323,686891000000108
54561,S10..,Fracture of vertebra without spinal cord lesion,YA1HZ,S10..,XE1kW,S323,686891000000108
54562,S10B3,Fracture of ilium,YA1SQ,S10B3,XA0H2,S323,686891000000108
54563,S1348,Closed fracture dislocation of sacro-iliac joint,YA162,S1348,S1348,S323,686891000000108
54564,S10..,Fracture of spine without mention of spinal cord injury,YA1Ha,S10..,XE1kW,T021,311869004
54565,S10..,Fracture of vertebra without spinal cord lesion,YA1HZ,S10..,XE1kW,T021,311869004
54566,S100.,Closed fracture of cervical spine,YA1Hk,S100.,XE1kX,S129,269061001
54567,S100.,Closed fracture of cervical spine,YA1Hk,S100.,XE1kX,S129,81442004
54568,S101.,Open fracture of cervical spine,YA1IJ,S101.,XE1kf,S129,269061001
54569,S101.,Open fracture of cervical spine,YA1IJ,S101.,XE1kf,S129,81442004
54570,S10A.,Fracture of neck,YMAwH,S10A.,XA0GB,S129,269061001
54571,S10A.,Fracture of neck,YMAwH,S10A.,XA0GB,S129,81442004
54572,S100.,Closed fracture of cervical spine,YA1Hk,S100.,XE1kX,S120,263068000
54573,S100.,Closed fracture of cervical spine,YA1Hk,S100.,XE1kX,S120,263181009
54574,S100.,Closed fracture of cervical spine,YA1Hk,S100.,XE1kX,S120,125609005
54575,S100.,Closed fracture of atlas without spinal cord lesion,YA1Hn,S100.,XA0GD,S120,263068000
54576,S100.,Closed fracture of atlas without spinal cord lesion,YA1Hn,S100.,XA0GD,S120,263181009
54577,S100.,Closed fracture of atlas without spinal cord lesion,YA1Hn,S100.,XA0GD,S120,125609005
54578,S1001,Closed fracture atlas,YA1Hm,S1001,XE1kY,S120,263068000
54579,S1001,Closed fracture atlas,YA1Hm,S1001,XE1kY,S120,263181009
54580,S1001,Closed fracture atlas,YA1Hm,S1001,XE1kY,S120,125609005
54581,S1001,Closed fracture of first cervical vertebra without mention of spinal cord lesion,YA1Ho,S1001,XA0GD,S120,263068000
54582,S1001,Closed fracture of first cervical vertebra without mention of spinal cord lesion,YA1Ho,S1001,XA0GD,S120,263181009
54583,S1001,Closed fracture of first cervical vertebra without mention of spinal cord lesion,YA1Ho,S1001,XA0GD,S120,125609005
54584,S101.,Open fracture of atlas without spinal cord lesion,YA1IM,S101.,XA0GK,S120,263068000
54585,S101.,Open fracture of atlas without spinal cord lesion,YA1IM,S101.,XA0GK,S120,263181009
54586,S101.,Open fracture of atlas without spinal cord lesion,YA1IM,S101.,XA0GK,S120,125609005
54587,S1011,Open fracture atlas,YA1IL,S1011,XE1kg,S120,263068000
54588,S1011,Open fracture atlas,YA1IL,S1011,XE1kg,S120,263181009
54589,S1011,Open fracture atlas,YA1IL,S1011,XE1kg,S120,125609005
54590,S1011,Open fracture of first cervical vertebra without mention of spinal cord lesion,YA1IN,S1011,XA0GK,S120,263068000
54591,S1011,Open fracture of first cervical vertebra without mention of spinal cord lesion,YA1IN,S1011,XA0GK,S120,263181009
54592,S1011,Open fracture of first cervical vertebra without mention of spinal cord lesion,YA1IN,S1011,XA0GK,S120,125609005
54593,S100.,Closed fracture of cervical spine,YA1Hk,S100.,XE1kX,S121,281911004
54594,S100.,Closed fracture of axis without spinal cord lesion,YA1Hs,S100.,XA0GE,S121,281911004
54595,S1002,Closed fracture axis,YA1Hr,S1002,XE1kZ,S121,281911004
54596,S1002,Closed fracture of second cervical vertebra without mention of spinal cord lesion,YA1Ht,S1002,XA0GE,S121,281911004
54597,S101.,Open fracture of axis without spinal cord lesion,YA1IR,S101.,XA0GL,S121,281911004
54598,S1012,Open fracture axis,YA1IQ,S1012,XE1kh,S121,281911004
54599,S1012,Open fracture of second cervical vertebra without mention of spinal cord lesion,YA1IS,S1012,XA0GL,S121,281911004
54600,S100.,Closed fracture of cervical spine,YA1Hk,S100.,XE1kX,S122,274156000
54601,S100.,Closed fracture of cervical spine,YA1Hk,S100.,XE1kX,S122,208005008
54602,S100.,Closed fracture of cervical spine,YA1Hk,S100.,XE1kX,S122,207906009
54603,S1003,Closed fracture of third cervical vertebra,YA1I0,S1003,XE1ka,S122,274156000
54604,S1003,Closed fracture of third cervical vertebra,YA1I0,S1003,XE1ka,S122,208005008
54605,S1003,Closed fracture of third cervical vertebra,YA1I0,S1003,XE1ka,S122,207906009
54606,S1003,Closed fracture of third cervical vertebra without mention of spinal cord lesion,YA1I1,S1003,XA0GF,S122,274156000
54607,S1003,Closed fracture of third cervical vertebra without mention of spinal cord lesion,YA1I1,S1003,XA0GF,S122,208005008
54608,S1003,Closed fracture of third cervical vertebra without mention of spinal cord lesion,YA1I1,S1003,XA0GF,S122,207906009
54609,S1004,Closed fracture of fourth cervical vertebra,YA1I2,S1004,XE1kb,S122,274156000
54610,S1004,Closed fracture of fourth cervical vertebra,YA1I2,S1004,XE1kb,S122,208005008
54611,S1004,Closed fracture of fourth cervical vertebra,YA1I2,S1004,XE1kb,S122,207906009
54612,S1004,Closed fracture of fourth cervical vertebra without mention of spinal cord lesion,YA1I3,S1004,XA0GG,S122,274156000
54613,S1004,Closed fracture of fourth cervical vertebra without mention of spinal cord lesion,YA1I3,S1004,XA0GG,S122,208005008
54614,S1004,Closed fracture of fourth cervical vertebra without mention of spinal cord lesion,YA1I3,S1004,XA0GG,S122,207906009
54615,S1005,Closed fracture of fifth cervical vertebra,YA1I4,S1005,XE1kc,S122,274156000
54616,S1005,Closed fracture of fifth cervical vertebra,YA1I4,S1005,XE1kc,S122,208005008
54617,S1005,Closed fracture of fifth cervical vertebra,YA1I4,S1005,XE1kc,S122,207906009
54618,S1005,Closed fracture of fifth cervical vertebra without mention of spinal cord lesion,YA1I5,S1005,XA0GH,S122,274156000
54619,S1005,Closed fracture of fifth cervical vertebra without mention of spinal cord lesion,YA1I5,S1005,XA0GH,S122,208005008
54620,S1005,Closed fracture of fifth cervical vertebra without mention of spinal cord lesion,YA1I5,S1005,XA0GH,S122,207906009
54621,S1006,Closed fracture of sixth cervical vertebra,YA1I6,S1006,XE1kd,S122,274156000
54622,S1006,Closed fracture of sixth cervical vertebra,YA1I6,S1006,XE1kd,S122,208005008
54623,S1006,Closed fracture of sixth cervical vertebra,YA1I6,S1006,XE1kd,S122,207906009
54624,S1006,Closed fracture of sixth cervical vertebra without mention of spinal cord lesion,YA1I7,S1006,XA0GI,S122,274156000
54625,S1006,Closed fracture of sixth cervical vertebra without mention of spinal cord lesion,YA1I7,S1006,XA0GI,S122,208005008
54626,S1006,Closed fracture of sixth cervical vertebra without mention of spinal cord lesion,YA1I7,S1006,XA0GI,S122,207906009
54627,S1007,Closed fracture of seventh cervical vertebra,YA1I8,S1007,XE1ke,S122,274156000
54628,S1007,Closed fracture of seventh cervical vertebra,YA1I8,S1007,XE1ke,S122,208005008
54629,S1007,Closed fracture of seventh cervical vertebra,YA1I8,S1007,XE1ke,S122,207906009
54630,S1007,Closed fracture of seventh cervical vertebra without mention of spinal cord lesion,YA1I9,S1007,XA0GJ,S122,274156000
54631,S1007,Closed fracture of seventh cervical vertebra without mention of spinal cord lesion,YA1I9,S1007,XA0GJ,S122,208005008
54632,S1007,Closed fracture of seventh cervical vertebra without mention of spinal cord lesion,YA1I9,S1007,XA0GJ,S122,207906009
54633,S1013,Open fracture of third cervical vertebra,YA1IZ,S1013,XE1ki,S122,274156000
54634,S1013,Open fracture of third cervical vertebra,YA1IZ,S1013,XE1ki,S122,208005008
54635,S1013,Open fracture of third cervical vertebra,YA1IZ,S1013,XE1ki,S122,207906009
54636,S1014,Open fracture of fourth cervical vertebra,YA1Ib,S1014,XE1kj,S122,274156000
54637,S1014,Open fracture of fourth cervical vertebra,YA1Ib,S1014,XE1kj,S122,208005008
54638,S1014,Open fracture of fourth cervical vertebra,YA1Ib,S1014,XE1kj,S122,207906009
54639,S1015,Open fracture of fifth cervical vertebra,YA1Id,S1015,XE1kk,S122,274156000
54640,S1015,Open fracture of fifth cervical vertebra,YA1Id,S1015,XE1kk,S122,208005008
54641,S1015,Open fracture of fifth cervical vertebra,YA1Id,S1015,XE1kk,S122,207906009
54642,S1016,Open fracture of sixth cervical vertebra,YA1If,S1016,XE1kl,S122,274156000
54643,S1016,Open fracture of sixth cervical vertebra,YA1If,S1016,XE1kl,S122,208005008
54644,S1016,Open fracture of sixth cervical vertebra,YA1If,S1016,XE1kl,S122,207906009
54645,S1017,Open fracture of seventh cervical vertebra,YA1Ih,S1017,XE1km,S122,274156000
54646,S1017,Open fracture of seventh cervical vertebra,YA1Ih,S1017,XE1km,S122,208005008
54647,S1017,Open fracture of seventh cervical vertebra,YA1Ih,S1017,XE1km,S122,207906009
54648,S100.,Closed fracture of cervical spine,YA1Hk,S100.,XE1kX,S127,50448004
54649,S100.,Closed fracture of cervical spine,YA1Hk,S100.,XE1kX,S127,33281005
54650,S100.,Closed fracture of cervical spine,YA1Hk,S100.,XE1kX,S127,263180005
54651,S100.,Closed fracture of cervical spine,YA1Hk,S100.,XE1kX,S127,269061001
54652,S1013,Open fracture of third cervical vertebra,YA1IZ,S1013,XE1ki,S127,50448004
54653,S1013,Open fracture of third cervical vertebra,YA1IZ,S1013,XE1ki,S127,33281005
54654,S1013,Open fracture of third cervical vertebra,YA1IZ,S1013,XE1ki,S127,263180005
54655,S1013,Open fracture of third cervical vertebra,YA1IZ,S1013,XE1ki,S127,269061001
54656,S1014,Open fracture of fourth cervical vertebra,YA1Ib,S1014,XE1kj,S127,50448004
54657,S1014,Open fracture of fourth cervical vertebra,YA1Ib,S1014,XE1kj,S127,33281005
54658,S1014,Open fracture of fourth cervical vertebra,YA1Ib,S1014,XE1kj,S127,263180005
54659,S1014,Open fracture of fourth cervical vertebra,YA1Ib,S1014,XE1kj,S127,269061001
54660,S1015,Open fracture of fifth cervical vertebra,YA1Id,S1015,XE1kk,S127,50448004
54661,S1015,Open fracture of fifth cervical vertebra,YA1Id,S1015,XE1kk,S127,33281005
54662,S1015,Open fracture of fifth cervical vertebra,YA1Id,S1015,XE1kk,S127,263180005
54663,S1015,Open fracture of fifth cervical vertebra,YA1Id,S1015,XE1kk,S127,269061001
54664,S1016,Open fracture of sixth cervical vertebra,YA1If,S1016,XE1kl,S127,50448004
54665,S1016,Open fracture of sixth cervical vertebra,YA1If,S1016,XE1kl,S127,33281005
54666,S1016,Open fracture of sixth cervical vertebra,YA1If,S1016,XE1kl,S127,263180005
54667,S1016,Open fracture of sixth cervical vertebra,YA1If,S1016,XE1kl,S127,269061001
54668,S1017,Open fracture of seventh cervical vertebra,YA1Ih,S1017,XE1km,S127,50448004
54669,S1017,Open fracture of seventh cervical vertebra,YA1Ih,S1017,XE1km,S127,33281005
54670,S1017,Open fracture of seventh cervical vertebra,YA1Ih,S1017,XE1km,S127,263180005
54671,S1017,Open fracture of seventh cervical vertebra,YA1Ih,S1017,XE1km,S127,269061001
54672,S10B0,Fracture of lumbar vertebra,YMAwN,S10B0,XA0GN,S327,208180003
